Primary Class,Secondary Class,Top1_score,Top2_score,margin_12,Reasoning
40,24,0.036374159157276154,0.036305420100688934,6.873905658721924e-05,"Abstract-only zero-shot classification. Top-3 labels by score: 40 Application - Medical (Hyperthermia, Cancer, Drug Delivery) (0.036), 24 Modelling - ODE, Boundary value, Two-phase, Lifting force, Magneto-optical, Dipole, Strain Energy, Susceptibility etc. (0.036), 37 Experimentation - Other than evaluation indicated in class 14 above (0.036)"
40,24,0.036374159157276154,0.036305420100688934,6.873905658721924e-05,"Abstract-only zero-shot classification. Top-3 labels by score: 40 Application - Medical (Hyperthermia, Cancer, Drug Delivery) (0.036), 24 Modelling - ODE, Boundary value, Two-phase, Lifting force, Magneto-optical, Dipole, Strain Energy, Susceptibility etc. (0.036), 37 Experimentation - Other than evaluation indicated in class 14 above (0.036)"
24,45,0.0353817380964756,0.035296570509672165,8.516758680343628e-05,"Abstract-only zero-shot classification. Top-3 labels by score: 24 Modelling - ODE, Boundary value, Two-phase, Lifting force, Magneto-optical, Dipole, Strain Energy, Susceptibility etc. (0.035), 45 Application - Flow (0.035), 26 Computation - Heat (0.035)"
24,45,0.0353817380964756,0.035296570509672165,8.516758680343628e-05,"Abstract-only zero-shot classification. Top-3 labels by score: 24 Modelling - ODE, Boundary value, Two-phase, Lifting force, Magneto-optical, Dipole, Strain Energy, Susceptibility etc. (0.035), 45 Application - Flow (0.035), 26 Computation - Heat (0.035)"
24,45,0.0353817380964756,0.035296570509672165,8.516758680343628e-05,"Abstract-only zero-shot classification. Top-3 labels by score: 24 Modelling - ODE, Boundary value, Two-phase, Lifting force, Magneto-optical, Dipole, Strain Energy, Susceptibility etc. (0.035), 45 Application - Flow (0.035), 26 Computation - Heat (0.035)"
24,45,0.0353817380964756,0.035296570509672165,8.516758680343628e-05,"Abstract-only zero-shot classification. Top-3 labels by score: 24 Modelling - ODE, Boundary value, Two-phase, Lifting force, Magneto-optical, Dipole, Strain Energy, Susceptibility etc. (0.035), 45 Application - Flow (0.035), 26 Computation - Heat (0.035)"
24,49,0.05617617070674896,0.056080225855112076,9.59448516368866e-05,"Abstract-only zero-shot classification. Top-3 labels by score: 24 Modelling - ODE, Boundary value, Two-phase, Lifting force, Magneto-optical, Dipole, Strain Energy, Susceptibility etc. (0.056), 49 Application - Digital Micro Fluids, Damping, Physics, Environmental, Engineering, Instruments to evaluate FF (0.056), 37 Experimentation - Other than evaluation indicated in class 14 above (0.051)"
24,49,0.05617617070674896,0.056080225855112076,9.59448516368866e-05,"Abstract-only zero-shot classification. Top-3 labels by score: 24 Modelling - ODE, Boundary value, Two-phase, Lifting force, Magneto-optical, Dipole, Strain Energy, Susceptibility etc. (0.056), 49 Application - Digital Micro Fluids, Damping, Physics, Environmental, Engineering, Instruments to evaluate FF (0.056), 37 Experimentation - Other than evaluation indicated in class 14 above (0.051)"
51,39,0.03828423470258713,0.038155391812324524,0.00012884289026260376,"Abstract-only zero-shot classification. Top-3 labels by score: 51 Book / Book - chapter (0.038), 39 Application - Medical Robotic Surgery (0.038), 41 Application - Medical (Pharmaceutical) (0.037)"
51,39,0.03828423470258713,0.038155391812324524,0.00012884289026260376,"Abstract-only zero-shot classification. Top-3 labels by score: 51 Book / Book - chapter (0.038), 39 Application - Medical Robotic Surgery (0.038), 41 Application - Medical (Pharmaceutical) (0.037)"
37,49,0.03535163775086403,0.03521361202001572,0.00013802573084831238,"Abstract-only zero-shot classification. Top-3 labels by score: 37 Experimentation - Other than evaluation indicated in class 14 above (0.035), 49 Application - Digital Micro Fluids, Damping, Physics, Environmental, Engineering, Instruments to evaluate FF (0.035), 40 Application - Medical (Hyperthermia, Cancer, Drug Delivery) (0.035)"
28,24,0.04631903022527695,0.04617621749639511,0.00014281272888183594,"Abstract-only zero-shot classification. Top-3 labels by score: 28 Computation - Stability and other (0.046), 24 Modelling - ODE, Boundary value, Two-phase, Lifting force, Magneto-optical, Dipole, Strain Energy, Susceptibility etc. (0.046), 22 Computation - CFD (0.045)"
29,28,0.034522224217653275,0.03437874838709831,0.00014347583055496216,"Abstract-only zero-shot classification. Top-3 labels by score: 29 Computation - Magnetic Droplets, Spin of droplet (0.035), 28 Computation - Stability and other (0.034), 22 Computation - CFD (0.034)"
29,28,0.034522224217653275,0.03437874838709831,0.00014347583055496216,"Abstract-only zero-shot classification. Top-3 labels by score: 29 Computation - Magnetic Droplets, Spin of droplet (0.035), 28 Computation - Stability and other (0.034), 22 Computation - CFD (0.034)"
29,28,0.034522224217653275,0.03437874838709831,0.00014347583055496216,"Abstract-only zero-shot classification. Top-3 labels by score: 29 Computation - Magnetic Droplets, Spin of droplet (0.035), 28 Computation - Stability and other (0.034), 22 Computation - CFD (0.034)"
